dealer_id,service_id,vehicle_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code,repair_cost,dealer_name,city,region,capacity,rating
D0271,SVC0093336,VEH673747,2024-02-03,AC Repair,181529,40825,6550,FC103,47375,BMW_Chennai_271,Chennai,South,543,4.9
D0403,SVC0093337,VEH219178,2026-05-13,Brake Service,98932,27951,11236,FC104,39187,BMW_Delhi_403,Delhi,North,489,4.9
D0207,SVC0093339,VEH693646,2023-01-23,Oil Change,295586,34625,12801,FC106,47426,BMW_Kochi_207,Kochi,South,280,4.6
D0037,SVC0093361,VEH744233,2023-02-19,Engine Repair,58378,10062,8710,FC107,18772,BMW_Ahmedabad_37,Ahmedabad,West,758,3.9
D0483,SVC0093365,VEH658395,2023-07-15,Oil Change,64946,32132,4812,FC108,36944,BMW_Pune_483,Pune,West,349,5.0
D0131,SVC0093367,VEH589717,2023-07-01,Oil Change,203077,10776,9122,NONE,19898,BMW_Patna_131,Patna,East,237,3.5
D0003,SVC0093375,VEH249148,2026-01-29,Oil Change,168591,21698,4249,FC106,25947,BMW_Chandigarh_3,Chandigarh,North,204,4.4
D0131,SVC0093377,VEH941187,2023-11-08,Battery Check,176097,36836,3039,NONE,39875,BMW_Patna_131,Patna,East,237,3.5
D0362,SVC0093379,VEH934677,2023-04-26,Oil Change,38900,18530,5269,FC108,23799,BMW_Kochi_362,Kochi,South,630,3.7
D0007,SVC0093409,VEH156446,2025-01-18,Battery Check,63808,38600,481,FC106,39081,BMW_Bengaluru_7,Bengaluru,South,674,3.4
D0364,SVC0093412,VEH880086,2025-07-09,Tire Replacement,183142,26216,463,FC101,26679,BMW_Kolkata_364,Kolkata,East,152,3.4
D0245,SVC0093417,VEH617599,2024-04-28,Brake Service,288751,46456,670,FC108,47126,BMW_Kochi_245,Kochi,South,565,3.7
D0299,SVC0093420,VEH638755,2026-02-25,Brake Service,174304,2694,537,FC102,3231,BMW_Chandigarh_299,Chandigarh,North,289,3.4
D0153,SVC0093422,VEH132010,2023-08-12,AC Repair,50167,5412,2341,FC102,7753,BMW_Patna_153,Patna,East,342,4.7
D0017,SVC0093423,VEH365066,2023-03-08,Engine Repair,244633,15755,1968,FC105,17723,BMW_Chennai_17,Chennai,South,487,3.2
D0309,SVC0093433,VEH538136,2025-05-26,AC Repair,206366,2828,1488,FC105,4316,BMW_Gurugram_309,Gurugram,North,391,3.9
D0250,SVC0093439,VEH766549,2023-02-20,Engine Repair,283180,37205,5654,FC105,42859,BMW_Pune_250,Pune,West,329,4.3
D0266,SVC0093440,VEH415412,2023-03-15,Brake Service,82390,25349,6741,FC108,32090,BMW_Chennai_266,Chennai,South,915,5.0
D0170,SVC0093446,VEH902833,2026-01-19,Software Update,278875,3711,9519,FC108,13230,BMW_Mumbai_170,Mumbai,West,282,4.2
D0270,SVC0093447,VEH239778,2023-09-16,Brake Service,139552,9723,7423,FC102,17146,BMW_Bhubaneswar_270,Bhubaneswar,East,530,4.6
D0403,SVC0093467,VEH609443,2025-10-05,Wheel Alignment,122692,24361,6601,NONE,30962,BMW_Delhi_403,Delhi,North,489,4.9
D0353,SVC0093469,VEH170219,2023-10-07,Software Update,132015,21536,7826,FC108,29362,BMW_Ahmedabad_353,Ahmedabad,West,441,3.6
D0479,SVC0093476,VEH398556,2023-10-04,Oil Change,193160,2534,8323,NONE,10857,BMW_Mumbai_479,Mumbai,West,294,4.9
D0229,SVC0093481,VEH591479,2023-01-05,AC Repair,6629,10414,14558,FC107,24972,BMW_Chandigarh_229,Chandigarh,North,120,4.7
D0471,SVC0093482,VEH430139,2023-02-18,Tire Replacement,189825,926,8314,NONE,9240,BMW_Ahmedabad_471,Ahmedabad,West,701,4.5
D0132,SVC0093484,VEH609961,2026-02-27,Tire Replacement,284900,26750,9744,FC107,36494,BMW_Patna_132,Patna,East,209,4.5
D0204,SVC0093492,VEH362470,2023-02-11,AC Repair,282313,7227,8514,FC106,15741,BMW_Hyderabad_204,Hyderabad,South,771,4.4
D0318,SVC0093499,VEH190381,2023-11-13,Engine Repair,225304,17630,7065,FC102,24695,BMW_Gurugram_318,Gurugram,North,710,4.6
D0063,SVC0093507,VEH580442,2025-05-26,Wheel Alignment,63355,31903,1196,FC108,33099,BMW_Bengaluru_63,Bengaluru,South,346,4.8
D0402,SVC0093509,VEH261316,2025-11-29,Battery Check,82273,14945,14901,FC104,29846,BMW_Pune_402,Pune,West,972,4.3
D0067,SVC0093520,VEH339520,2026-01-09,Brake Service,61968,30569,7804,FC102,38373,BMW_Jaipur_67,Jaipur,North,586,4.9
D0149,SVC0093525,VEH842161,2024-01-11,Battery Check,126970,35424,2710,FC104,38134,BMW_Pune_149,Pune,West,315,4.4
D0304,SVC0093529,VEH448309,2026-04-17,Oil Change,198959,27989,14534,FC104,42523,BMW_Mumbai_304,Mumbai,West,114,4.4
D0266,SVC0093539,VEH384187,2026-06-09,Battery Check,16910,12739,5948,FC102,18687,BMW_Chennai_266,Chennai,South,915,5.0
D0483,SVC0093555,VEH844384,2024-09-21,Battery Check,158331,28209,2825,FC102,31034,BMW_Pune_483,Pune,West,349,5.0
D0284,SVC0093562,VEH973822,2026-07-16,Wheel Alignment,54192,40931,4939,FC103,45870,BMW_Pune_284,Pune,West,386,4.8
D0437,SVC0093566,VEH771939,2024-09-16,Battery Check,270861,19252,13337,FC104,32589,BMW_Kochi_437,Kochi,South,751,3.4
D0203,SVC0093572,VEH628886,2023-01-29,AC Repair,123932,36425,10059,FC101,46484,BMW_Ahmedabad_203,Ahmedabad,West,606,3.8
D0310,SVC0093579,VEH901881,2024-05-23,Oil Change,9777,20706,1040,FC106,21746,BMW_Surat_310,Surat,West,448,3.4
D0064,SVC0093584,VEH365329,2023-08-18,AC Repair,140168,11211,9673,FC107,20884,BMW_Chennai_64,Chennai,South,187,4.5
D0209,SVC0093587,VEH926296,2025-10-19,Oil Change,154688,36020,6231,FC108,42251,BMW_Delhi_209,Delhi,North,355,4.8
D0399,SVC0093590,VEH327098,2025-10-26,Tire Replacement,54274,48055,12355,FC105,60410,BMW_Hyderabad_399,Hyderabad,South,176,3.9
D0388,SVC0093591,VEH779794,2025-12-11,Software Update,113185,48768,7728,FC104,56496,BMW_Chandigarh_388,Chandigarh,North,344,4.1
D0067,SVC0093597,VEH749506,2024-07-28,Software Update,16648,9860,10411,FC103,20271,BMW_Jaipur_67,Jaipur,North,586,4.9
D0431,SVC0093606,VEH909020,2025-04-06,AC Repair,212316,36937,2246,FC106,39183,BMW_Jaipur_431,Jaipur,North,505,3.5
D0133,SVC0093609,VEH229490,2023-09-30,Wheel Alignment,253543,36006,13470,FC108,49476,BMW_Hyderabad_133,Hyderabad,South,378,3.6
D0448,SVC0093613,VEH966402,2024-10-01,Tire Replacement,92755,25475,11263,FC107,36738,BMW_Mumbai_448,Mumbai,West,950,3.3
D0050,SVC0093618,VEH817359,2024-07-16,Wheel Alignment,95068,6581,4036,FC106,10617,BMW_Patna_50,Patna,East,649,4.5
D0364,SVC0093622,VEH452219,2025-07-30,AC Repair,122666,32220,12017,FC107,44237,BMW_Kolkata_364,Kolkata,East,152,3.4
D0481,SVC0093625,VEH502274,2024-08-06,Software Update,79683,3728,11201,FC102,14929,BMW_Jaipur_481,Jaipur,North,317,4.3
D0152,SVC0093626,VEH623473,2023-08-03,AC Repair,29980,28370,5167,FC103,33537,BMW_Gurugram_152,Gurugram,North,867,3.3
D0500,SVC0093631,VEH497846,2025-01-10,Brake Service,211059,41696,8213,NONE,49909,BMW_Kolkata_500,Kolkata,East,987,4.3
D0250,SVC0093640,VEH851630,2024-04-29,Engine Repair,255589,2490,7552,NONE,10042,BMW_Pune_250,Pune,West,329,4.3
D0347,SVC0093646,VEH915972,2024-01-03,Software Update,260046,13733,14194,FC107,27927,BMW_Kolkata_347,Kolkata,East,788,4.6
D0368,SVC0093647,VEH479146,2023-06-03,Tire Replacement,189212,9252,9744,FC104,18996,BMW_Kochi_368,Kochi,South,826,3.3
D0255,SVC0093648,VEH853790,2024-05-27,Engine Repair,3556,4163,12310,FC103,16473,BMW_Gurugram_255,Gurugram,North,323,3.9
D0168,SVC0093649,VEH511067,2026-01-15,Battery Check,23651,22380,6336,FC102,28716,BMW_Bhubaneswar_168,Bhubaneswar,East,649,3.7
D0429,SVC0093651,VEH200227,2026-02-13,Wheel Alignment,246589,48204,8213,FC102,56417,BMW_Gurugram_429,Gurugram,North,402,5.0
D0031,SVC0093658,VEH980284,2025-05-20,Brake Service,143617,14928,6977,FC104,21905,BMW_Kochi_31,Kochi,South,801,3.6
D0340,SVC0093662,VEH911466,2025-06-02,Tire Replacement,147835,8987,6230,FC105,15217,BMW_Chandigarh_340,Chandigarh,North,411,4.4
D0269,SVC0093672,VEH322347,2024-08-26,Wheel Alignment,176773,42410,12406,FC103,54816,BMW_Delhi_269,Delhi,North,763,3.7
D0076,SVC0093681,VEH594864,2024-01-10,Engine Repair,194603,2968,12998,FC108,15966,BMW_Gurugram_76,Gurugram,North,325,3.0
D0089,SVC0093697,VEH254567,2023-05-04,AC Repair,81236,8727,6482,NONE,15209,BMW_Pune_89,Pune,West,919,4.7
D0499,SVC0093705,VEH383143,2024-07-28,Wheel Alignment,244285,33263,10509,FC105,43772,BMW_Kochi_499,Kochi,South,729,3.1
D0004,SVC0093709,VEH677719,2025-08-22,Tire Replacement,292153,2120,11681,FC106,13801,BMW_Patna_4,Patna,East,658,3.2
D0198,SVC0093712,VEH440266,2026-05-20,Oil Change,185557,11662,1015,FC108,12677,BMW_Kolkata_198,Kolkata,East,303,3.3
D0326,SVC0093713,VEH757094,2023-08-03,Oil Change,32591,32306,6834,FC106,39140,BMW_Hyderabad_326,Hyderabad,South,665,3.2
D0180,SVC0093721,VEH974563,2023-11-24,Software Update,88166,2898,8024,FC105,10922,BMW_Jaipur_180,Jaipur,North,438,4.2
D0140,SVC0093733,VEH452220,2025-02-13,Battery Check,22306,34149,12802,FC105,46951,BMW_Hyderabad_140,Hyderabad,South,752,5.0
D0224,SVC0093741,VEH146029,2024-11-25,Software Update,199687,2909,8983,FC108,11892,BMW_Ahmedabad_224,Ahmedabad,West,810,3.3
D0239,SVC0093743,VEH701605,2023-12-29,Oil Change,151870,40847,12950,FC101,53797,BMW_Bhubaneswar_239,Bhubaneswar,East,578,4.8
D0119,SVC0093744,VEH152744,2026-01-18,AC Repair,211212,41115,7001,FC103,48116,BMW_Jaipur_119,Jaipur,North,760,3.6
D0214,SVC0093746,VEH351981,2025-05-16,Engine Repair,16211,29049,1699,FC103,30748,BMW_Chandigarh_214,Chandigarh,North,616,3.9
D0036,SVC0093747,VEH707675,2024-10-10,Brake Service,261458,1766,13362,FC106,15128,BMW_Pune_36,Pune,West,317,4.3
D0482,SVC0093754,VEH735507,2023-04-08,Battery Check,174454,2527,10062,FC105,12589,BMW_Gurugram_482,Gurugram,North,121,3.1
D0490,SVC0093767,VEH514823,2023-09-22,Software Update,34602,37741,6683,FC101,44424,BMW_Delhi_490,Delhi,North,356,4.6
D0280,SVC0093775,VEH698826,2025-09-25,Battery Check,128035,38201,6001,FC106,44202,BMW_Surat_280,Surat,West,683,4.2
D0206,SVC0093780,VEH150824,2023-09-13,AC Repair,48884,32338,10751,FC108,43089,BMW_Patna_206,Patna,East,209,4.6
D0172,SVC0093781,VEH462153,2024-03-21,Engine Repair,235368,15506,7074,FC104,22580,BMW_Ahmedabad_172,Ahmedabad,West,453,4.5
D0119,SVC0093796,VEH587530,2024-07-25,Tire Replacement,207965,19742,3633,FC104,23375,BMW_Jaipur_119,Jaipur,North,760,3.6
D0222,SVC0093798,VEH303418,2026-04-20,Engine Repair,189406,18881,8615,NONE,27496,BMW_Pune_222,Pune,West,427,4.8
D0039,SVC0093803,VEH445734,2026-05-11,Battery Check,153725,26236,1018,FC106,27254,BMW_Delhi_39,Delhi,North,651,3.5
D0458,SVC0093804,VEH340994,2023-06-22,AC Repair,27766,49429,8482,FC104,57911,BMW_Jaipur_458,Jaipur,North,866,4.3
D0184,SVC0093807,VEH708078,2023-02-09,AC Repair,62620,628,8439,FC108,9067,BMW_Chandigarh_184,Chandigarh,North,402,4.1
D0311,SVC0093810,VEH312692,2023-11-21,Oil Change,221633,13702,9273,FC103,22975,BMW_Bengaluru_311,Bengaluru,South,358,4.9
D0016,SVC0093812,VEH936268,2025-07-05,Oil Change,80819,32163,12920,FC106,45083,BMW_Bengaluru_16,Bengaluru,South,847,3.9
D0386,SVC0093814,VEH570618,2023-09-09,Wheel Alignment,244088,25512,1078,FC108,26590,BMW_Delhi_386,Delhi,North,881,4.1
D0011,SVC0093817,VEH247943,2023-01-30,Tire Replacement,243069,25801,1493,NONE,27294,BMW_Kolkata_11,Kolkata,East,263,4.4
D0211,SVC0093819,VEH617141,2024-07-04,Wheel Alignment,138632,45373,9351,FC101,54724,BMW_Surat_211,Surat,West,783,4.1
D0068,SVC0093824,VEH667013,2023-02-12,Software Update,139803,24903,7450,FC108,32353,BMW_Hyderabad_68,Hyderabad,South,371,4.1
D0337,SVC0093826,VEH206039,2025-07-15,Tire Replacement,175102,28675,1534,FC102,30209,BMW_Hyderabad_337,Hyderabad,South,911,3.6
D0065,SVC0093829,VEH251214,2025-10-17,Engine Repair,287442,45670,14605,FC102,60275,BMW_Bhubaneswar_65,Bhubaneswar,East,170,5.0
D0289,SVC0093834,VEH762801,2025-07-14,Software Update,268133,18391,8424,FC107,26815,BMW_Jaipur_289,Jaipur,North,828,4.0
D0022,SVC0093835,VEH209007,2025-12-03,Software Update,72179,27982,11275,FC106,39257,BMW_Chennai_22,Chennai,South,975,3.5
D0011,SVC0093839,VEH491918,2025-06-03,Wheel Alignment,286325,18663,1396,FC103,20059,BMW_Kolkata_11,Kolkata,East,263,4.4
D0462,SVC0093841,VEH360659,2025-09-09,Tire Replacement,263202,15381,2066,FC106,17447,BMW_Delhi_462,Delhi,North,435,4.8
D0339,SVC0093851,VEH907937,2024-11-19,Wheel Alignment,40435,3353,4336,FC105,7689,BMW_Mumbai_339,Mumbai,West,549,3.2
D0274,SVC0093853,VEH918322,2023-01-15,Software Update,144524,25646,4927,FC105,30573,BMW_Delhi_274,Delhi,North,766,3.5
D0357,SVC0093857,VEH894726,2024-06-21,Engine Repair,269718,36264,13139,NONE,49403,BMW_Delhi_357,Delhi,North,137,3.9
D0173,SVC0093858,VEH182814,2026-01-08,Brake Service,247317,32748,2249,FC102,34997,BMW_Pune_173,Pune,West,546,4.2
D0260,SVC0093866,VEH234939,2025-05-28,Tire Replacement,45180,3489,8744,FC107,12233,BMW_Bengaluru_260,Bengaluru,South,419,4.2
D0174,SVC0093868,VEH966969,2026-07-13,Tire Replacement,123966,10480,1953,FC108,12433,BMW_Delhi_174,Delhi,North,218,3.8
D0114,SVC0093889,VEH527438,2026-04-12,Tire Replacement,40351,19408,7761,FC106,27169,BMW_Gurugram_114,Gurugram,North,140,4.2
D0250,SVC0093890,VEH832049,2024-05-25,Engine Repair,296231,41460,5513,FC101,46973,BMW_Pune_250,Pune,West,329,4.3
D0030,SVC0093902,VEH207258,2024-10-28,Battery Check,256671,32598,13914,FC104,46512,BMW_Patna_30,Patna,East,755,4.4
D0309,SVC0093904,VEH605440,2024-09-07,Engine Repair,59336,39011,3175,NONE,42186,BMW_Gurugram_309,Gurugram,North,391,3.9
D0159,SVC0093905,VEH608143,2025-06-06,AC Repair,151615,46034,3585,NONE,49619,BMW_Hyderabad_159,Hyderabad,South,906,4.4
D0370,SVC0093911,VEH342719,2024-06-30,Engine Repair,174132,22558,10568,FC103,33126,BMW_Chennai_370,Chennai,South,330,5.0
D0083,SVC0093916,VEH451122,2025-06-28,Battery Check,109068,31644,14294,FC106,45938,BMW_Kolkata_83,Kolkata,East,584,4.6
D0090,SVC0093924,VEH568562,2025-10-09,Brake Service,161467,20608,10830,FC107,31438,BMW_Kochi_90,Kochi,South,296,3.4
D0107,SVC0093929,VEH422600,2026-06-19,Brake Service,81682,7343,5205,FC101,12548,BMW_Bengaluru_107,Bengaluru,South,865,3.6
D0358,SVC0093942,VEH265889,2025-07-22,Oil Change,128908,40604,7834,NONE,48438,BMW_Pune_358,Pune,West,358,3.6
D0420,SVC0093943,VEH178978,2023-01-30,Engine Repair,93979,4832,9694,FC106,14526,BMW_Mumbai_420,Mumbai,West,570,3.5
D0076,SVC0093944,VEH566575,2026-04-05,Engine Repair,208788,23465,1980,FC105,25445,BMW_Gurugram_76,Gurugram,North,325,3.0
D0394,SVC0093949,VEH771096,2026-05-21,Brake Service,147170,15963,1898,NONE,17861,BMW_Hyderabad_394,Hyderabad,South,614,4.9
D0272,SVC0093950,VEH315207,2025-01-31,Oil Change,258725,38958,1935,FC102,40893,BMW_Jaipur_272,Jaipur,North,948,3.9
D0472,SVC0093951,VEH787862,2024-11-19,Battery Check,67324,33558,8313,FC103,41871,BMW_Hyderabad_472,Hyderabad,South,524,4.3
D0398,SVC0093954,VEH309699,2024-11-09,Battery Check,223707,11488,13984,FC104,25472,BMW_Hyderabad_398,Hyderabad,South,519,4.7
D0117,SVC0093959,VEH482363,2023-10-23,Battery Check,44868,13363,13235,FC106,26598,BMW_Kochi_117,Kochi,South,785,4.4
D0301,SVC0093967,VEH350424,2023-12-18,Battery Check,1728,1530,4279,FC104,5809,BMW_Gurugram_301,Gurugram,North,878,4.0
D0366,SVC0093978,VEH502031,2026-04-29,Battery Check,299340,28217,3390,NONE,31607,BMW_Surat_366,Surat,West,815,4.0
D0161,SVC0093980,VEH518781,2026-07-15,Tire Replacement,142955,2794,5315,NONE,8109,BMW_Surat_161,Surat,West,327,3.4
D0097,SVC0093983,VEH955704,2024-07-21,Brake Service,251409,11691,9344,FC105,21035,BMW_Patna_97,Patna,East,871,4.7
D0368,SVC0093987,VEH311020,2024-06-01,Oil Change,292966,2017,6814,FC107,8831,BMW_Kochi_368,Kochi,South,826,3.3
D0164,SVC0093989,VEH353837,2023-10-18,Brake Service,141330,7473,12990,FC107,20463,BMW_Kochi_164,Kochi,South,124,4.3
D0136,SVC0093996,VEH648322,2025-06-16,Oil Change,126274,49829,12097,FC103,61926,BMW_Delhi_136,Delhi,North,600,3.5
D0349,SVC0094004,VEH189540,2024-11-10,Wheel Alignment,199616,34406,7285,FC106,41691,BMW_Hyderabad_349,Hyderabad,South,581,4.0
D0050,SVC0094009,VEH101761,2025-06-17,Engine Repair,196308,4603,1906,FC103,6509,BMW_Patna_50,Patna,East,649,4.5
D0230,SVC0094017,VEH419099,2023-04-20,Oil Change,211684,22359,10021,FC105,32380,BMW_Kolkata_230,Kolkata,East,689,3.8
D0188,SVC0094020,VEH640189,2025-01-04,Brake Service,206635,22859,5035,FC105,27894,BMW_Ahmedabad_188,Ahmedabad,West,661,4.7
D0117,SVC0094030,VEH339521,2024-05-14,Engine Repair,299717,6523,12465,FC103,18988,BMW_Kochi_117,Kochi,South,785,4.4
D0327,SVC0094035,VEH508873,2023-06-24,Battery Check,209191,41316,2254,FC102,43570,BMW_Bengaluru_327,Bengaluru,South,518,3.9
D0422,SVC0094067,VEH757209,2026-06-21,Wheel Alignment,237241,39176,10599,FC102,49775,BMW_Mumbai_422,Mumbai,West,793,4.1
D0164,SVC0094081,VEH368135,2025-06-17,Software Update,198519,7501,8789,FC103,16290,BMW_Kochi_164,Kochi,South,124,4.3
D0265,SVC0094085,VEH272681,2024-04-17,Software Update,276242,29637,10247,FC106,39884,BMW_Bhubaneswar_265,Bhubaneswar,East,800,4.2
D0419,SVC0094087,VEH273742,2026-01-02,Software Update,10806,33679,13957,NONE,47636,BMW_Hyderabad_419,Hyderabad,South,337,3.9
D0046,SVC0094088,VEH780797,2024-11-20,Battery Check,152180,11320,4902,FC102,16222,BMW_Ahmedabad_46,Ahmedabad,West,490,4.2
D0208,SVC0094096,VEH175412,2025-03-18,Engine Repair,146812,45827,13018,FC108,58845,BMW_Chandigarh_208,Chandigarh,North,630,3.9
D0089,SVC0094100,VEH744185,2026-04-28,AC Repair,101092,25065,3664,FC104,28729,BMW_Pune_89,Pune,West,919,4.7
D0489,SVC0094104,VEH121068,2024-07-11,AC Repair,21587,4817,8887,FC107,13704,BMW_Bhubaneswar_489,Bhubaneswar,East,248,5.0
D0268,SVC0094107,VEH717075,2026-01-26,AC Repair,43940,43760,507,FC104,44267,BMW_Ahmedabad_268,Ahmedabad,West,777,3.7
D0059,SVC0094109,VEH256788,2025-08-04,Software Update,36527,44546,6801,FC101,51347,BMW_Kolkata_59,Kolkata,East,643,4.8
D0441,SVC0094114,VEH484207,2025-06-20,Tire Replacement,186209,34711,998,FC107,35709,BMW_Jaipur_441,Jaipur,North,761,3.1
D0012,SVC0094121,VEH649289,2025-04-05,AC Repair,72489,13535,4118,FC106,17653,BMW_Pune_12,Pune,West,384,3.3
D0116,SVC0094125,VEH997589,2023-05-02,Software Update,70228,18416,4784,FC101,23200,BMW_Delhi_116,Delhi,North,423,4.9
D0347,SVC0094126,VEH550348,2023-10-15,Battery Check,52388,21797,9882,FC106,31679,BMW_Kolkata_347,Kolkata,East,788,4.6
D0020,SVC0094127,VEH872526,2025-07-18,Engine Repair,169016,26476,6062,FC104,32538,BMW_Kochi_20,Kochi,South,821,3.1
D0450,SVC0094134,VEH896511,2025-06-01,Battery Check,241543,27312,10174,FC105,37486,BMW_Kolkata_450,Kolkata,East,402,4.5
D0234,SVC0094145,VEH435590,2026-01-21,Software Update,249117,7929,13903,FC108,21832,BMW_Chandigarh_234,Chandigarh,North,659,4.6
D0231,SVC0094150,VEH563936,2023-11-21,Battery Check,205812,37350,8316,FC101,45666,BMW_Bengaluru_231,Bengaluru,South,460,3.6
D0238,SVC0094153,VEH556996,2024-01-04,Tire Replacement,88070,44747,13354,FC106,58101,BMW_Kolkata_238,Kolkata,East,514,4.4
D0235,SVC0094154,VEH149834,2025-12-20,AC Repair,12403,2792,453,FC102,3245,BMW_Patna_235,Patna,East,325,4.0
D0345,SVC0094157,VEH411490,2023-04-09,Tire Replacement,142890,40978,678,NONE,41656,BMW_Kochi_345,Kochi,South,790,4.7
D0222,SVC0094159,VEH411761,2024-08-08,Battery Check,277408,5984,12222,FC105,18206,BMW_Pune_222,Pune,West,427,4.8
D0175,SVC0094188,VEH823012,2025-02-09,Engine Repair,52023,31156,11995,FC107,43151,BMW_Gurugram_175,Gurugram,North,294,3.5
D0209,SVC0094206,VEH494523,2024-07-12,Engine Repair,134538,39095,13525,FC104,52620,BMW_Delhi_209,Delhi,North,355,4.8
D0497,SVC0094210,VEH732568,2024-09-27,Wheel Alignment,135878,13435,11939,FC102,25374,BMW_Surat_497,Surat,West,896,3.7
D0144,SVC0094213,VEH616911,2024-02-13,Battery Check,154086,24658,12551,FC101,37209,BMW_Chandigarh_144,Chandigarh,North,252,4.1
D0308,SVC0094219,VEH419950,2025-10-30,Oil Change,215397,43540,5908,FC102,49448,BMW_Surat_308,Surat,West,205,4.7
D0245,SVC0094223,VEH369409,2026-05-11,Tire Replacement,73722,47737,10429,FC106,58166,BMW_Kochi_245,Kochi,South,565,3.7
D0310,SVC0094224,VEH277077,2025-08-28,Engine Repair,44871,32365,5333,FC101,37698,BMW_Surat_310,Surat,West,448,3.4
D0370,SVC0094225,VEH606129,2026-07-08,Wheel Alignment,132459,41368,11597,FC107,52965,BMW_Chennai_370,Chennai,South,330,5.0
D0469,SVC0094227,VEH427045,2026-01-14,AC Repair,23112,23653,10196,FC101,33849,BMW_Surat_469,Surat,West,479,4.3
D0388,SVC0094229,VEH825414,2026-05-18,Brake Service,270634,49720,5432,FC105,55152,BMW_Chandigarh_388,Chandigarh,North,344,4.1
D0382,SVC0094240,VEH211128,2025-06-16,Software Update,77779,9603,7247,FC104,16850,BMW_Mumbai_382,Mumbai,West,843,3.6
D0181,SVC0094245,VEH251646,2023-09-23,Software Update,211364,42170,689,FC108,42859,BMW_Jaipur_181,Jaipur,North,968,3.2
D0498,SVC0094247,VEH210740,2025-08-28,Wheel Alignment,272661,3911,1880,FC105,5791,BMW_Gurugram_498,Gurugram,North,211,3.9
D0232,SVC0094259,VEH694794,2024-09-25,Brake Service,71368,44327,8661,FC105,52988,BMW_Ahmedabad_232,Ahmedabad,West,973,4.8
D0428,SVC0094260,VEH729466,2026-01-24,Oil Change,168764,17036,14254,FC103,31290,BMW_Kochi_428,Kochi,South,490,4.1
D0295,SVC0094263,VEH790719,2026-07-15,AC Repair,152843,23364,655,FC107,24019,BMW_Pune_295,Pune,West,819,3.9
D0440,SVC0094264,VEH971498,2024-05-19,Brake Service,10007,19241,10723,NONE,29964,BMW_Hyderabad_440,Hyderabad,South,743,3.2
D0135,SVC0094270,VEH826688,2023-04-18,Software Update,11606,37628,10658,NONE,48286,BMW_Jaipur_135,Jaipur,North,749,4.7
D0091,SVC0094287,VEH686182,2023-03-22,Software Update,82761,23808,351,NONE,24159,BMW_Surat_91,Surat,West,243,3.8
D0391,SVC0094288,VEH546053,2025-04-16,Wheel Alignment,248572,46059,8019,FC107,54078,BMW_Chandigarh_391,Chandigarh,North,930,3.8
D0485,SVC0094290,VEH973734,2023-12-05,Brake Service,34048,8404,4532,FC104,12936,BMW_Bhubaneswar_485,Bhubaneswar,East,883,4.1
D0219,SVC0094291,VEH296742,2025-01-03,Tire Replacement,53175,24972,12790,FC102,37762,BMW_Kolkata_219,Kolkata,East,633,4.0
D0261,SVC0094296,VEH511835,2025-06-17,Software Update,106319,46556,6483,FC101,53039,BMW_Patna_261,Patna,East,484,3.8
D0184,SVC0094301,VEH131666,2023-11-07,Battery Check,56140,14993,3354,FC104,18347,BMW_Chandigarh_184,Chandigarh,North,402,4.1
D0411,SVC0094305,VEH389305,2025-04-08,Oil Change,185463,27664,1829,FC102,29493,BMW_Chandigarh_411,Chandigarh,North,406,4.8
D0416,SVC0094306,VEH582497,2025-12-25,Brake Service,218117,14867,14181,FC104,29048,BMW_Hyderabad_416,Hyderabad,South,279,3.2
D0370,SVC0094309,VEH464290,2024-05-05,Engine Repair,272600,31785,3423,FC106,35208,BMW_Chennai_370,Chennai,South,330,5.0
D0105,SVC0094312,VEH303666,2026-03-02,Wheel Alignment,52943,25517,4609,FC102,30126,BMW_Hyderabad_105,Hyderabad,South,294,3.6
D0483,SVC0094314,VEH996911,2023-01-05,Brake Service,79345,3659,11076,NONE,14735,BMW_Pune_483,Pune,West,349,5.0
D0438,SVC0094315,VEH893378,2024-02-01,Battery Check,190406,47148,6889,FC107,54037,BMW_Mumbai_438,Mumbai,West,794,4.5
D0430,SVC0094323,VEH172942,2023-12-12,Brake Service,262098,41427,14103,FC103,55530,BMW_Mumbai_430,Mumbai,West,122,5.0
D0242,SVC0094325,VEH126858,2024-10-13,Engine Repair,117745,31299,3374,FC108,34673,BMW_Bengaluru_242,Bengaluru,South,185,4.3
D0217,SVC0094333,VEH127614,2023-07-27,Battery Check,193833,3798,13462,FC107,17260,BMW_Surat_217,Surat,West,365,4.5
D0330,SVC0094338,VEH887423,2025-08-13,AC Repair,241524,40647,5472,FC104,46119,BMW_Chandigarh_330,Chandigarh,North,980,3.9
